Symbol,Date,Open
wms,4088,21.82
wms,4108,23.016
wms,4138,19.727999999999998
wms,4159,20.8
wms,4179,19.7
wnc,0,21.048000000000002
wnc,21,18.949
wnc,181,14.085
wnc,202,13.323
wnc,223,13.214
wnc,273,14.105
wnc,294,14.026
wnc,314,14.878
wnc,394,15.8
wnc,465,14.482000000000001
wnc,486,14.511
wnc,699,7.5778
wnc,710,7.6965
wnc,731,9.123
wnc,801,9.549
wnc,821,8.3702
wnc,892,8.1226
wnc,913,8.9646
wnc,1135,0.743
wnc,1156,0.8420000000000001
wnc,1206,1.466
wnc,1227,1.4065
wnc,1247,0.7132
wnc,1277,0.8420000000000001
wnc,1298,1.8721
wnc,1319,2.2188
wnc,1339,2.5457
wnc,1410,1.5156
wnc,1451,3.0411
wnc,1472,2.9717
wnc,1490,2.9221
wnc,1520,6.8843
wnc,1541,8.2315
wnc,1561,9.1131
wnc,1582,6.8546
wnc,1632,7.3103
wnc,1653,7.2508
wnc,1674,6.2305
wnc,1724,7.8155
wnc,1745,8.7961
wnc,1765,10.728
wnc,1795,11.777999999999999
wnc,1806,12.224
wnc,1827,11.440999999999999
wnc,1875,11.619000000000002
wnc,1896,11.142999999999999
wnc,1946,9.737
wnc,1967,8.8258
wnc,1987,9.1923
wnc,2008,7.6075
wnc,2038,5.7155
wnc,2059,5.3192
wnc,2079,5.6461
wnc,2100,6.399
wnc,2150,6.6466
wnc,2191,8.9249
wnc,2212,11.015
wnc,2302,6.5872
wnc,2323,6.7952
wnc,2373,6.3395
wnc,2394,6.9339
wnc,2415,7.0527
wnc,2435,7.132000000000001
wnc,2465,6.3097
wnc,2486,7.4688
wnc,2506,8.6575
wnc,2568,9.628
wnc,2586,9.3608
wnc,2820,12.282
wnc,2841,11.380999999999998
wnc,2891,12.164000000000001
wnc,2971,14.165
wnc,2992,12.591
wnc,3012,13.175
wnc,3083,13.620999999999999
wnc,3104,13.491
wnc,3326,14.155
wnc,3347,13.948
wnc,3397,14.244000000000002
wnc,3418,13.540999999999999
wnc,3438,12.450999999999999
wnc,3468,13.591
wnc,3489,12.440999999999999
wnc,3510,11.53
wnc,3530,10.49
wnc,3601,10.718
wnc,3642,10.350999999999999
wnc,3663,11.163
wnc,3682,11.767999999999999
wnc,3712,13.204
wnc,3733,12.677999999999999
wnc,3753,14.175
wnc,3774,13.975999999999999
wnc,3824,12.966
wnc,3845,13.481
wnc,3866,13.788
wnc,3916,13.274000000000001
wnc,3937,12.392000000000001
wnc,3957,13.798
wnc,3998,16.476
wnc,4019,18.047
wnc,4067,20.801
wnc,4088,20.284000000000002
wnc,4108,22.906999999999996
wnc,4138,20.245
wnc,4159,21.052
wnc,4179,22.66
wnrl,2820,19.671
wnrl,2841,21.16
wnrl,2891,21.410999999999998
wnrl,2971,26.153000000000002
wnrl,2992,25.526999999999997
wnrl,3012,28.041
wnrl,3083,26.741999999999997
wnrl,3104,26.677
wnrl,3326,25.11
wnrl,3347,25.035
wnrl,3397,26.284000000000002
wnrl,3418,25.015
wnrl,3438,25.641
wnrl,3468,23.191
wnrl,3489,20.067999999999998
wnrl,3510,20.837
wnrl,3530,18.137
wnrl,3601,18.445999999999998
wnrl,3642,17.477999999999998
wnrl,3663,17.8
wnrl,3682,20.29
wnrl,3712,20.929000000000002
wnrl,3733,23.393
wnrl,3753,21.843000000000004
wnrl,3774,21.741
wnrl,3824,22.77
wnrl,3845,22.355
wnrl,3866,22.412
wnrl,3916,22.506
wnrl,3937,20.183
wnrl,3957,20.039
wnrl,3998,20.713
wnrl,4019,23.410999999999998
wnrl,4067,24.386
wnrl,4088,24.435
wnrl,4108,24.975
wnrl,4138,25.05
wnrl,4159,24.7
wnrl,4179,26.5
wns,181,24.55
wns,202,26.53
wns,223,26.11
wns,273,29.55
wns,294,31.05
wns,314,32.35
wns,394,32.42
wns,465,26.0
wns,486,27.24
wns,699,16.43
wns,710,14.74
wns,731,17.03
wns,801,17.48
wns,821,18.04
wns,892,16.21
wns,913,17.25
wns,1135,4.14
wns,1156,5.29
wns,1206,8.59
wns,1227,8.3
wns,1247,9.05
wns,1277,12.81
wns,1298,15.3
wns,1319,14.75
wns,1339,16.0
wns,1410,14.99
wns,1451,15.05
wns,1472,15.19
wns,1490,15.61
wns,1520,10.73
wns,1541,13.15
wns,1561,11.0
wns,1582,10.86
wns,1632,9.21
wns,1653,9.0
wns,1674,9.04
wns,1724,9.3
wns,1745,10.69
wns,1765,12.24
wns,1795,11.52
wns,1806,11.07
