name,time,value
1.0,2622.4067540322576,21.91812087822581
1.0,2624.5131048387098,21.91812087822581
1.0,2645.5766129032263,21.707937249193556
1.0,2681.384576612903,21.217508781451624
1.0,2694.022681451613,21.077386362096785
1.0,2696.129032258065,21.00732515241936
1.0,2704.554435483871,20.937263942741943
1.0,2706.6607862903224,20.86720273306452
1.0,2725.6179435483873,20.516896684677427
1.0,2734.0433467741937,20.446835475000007
1.0,2746.681451612903,20.376774265322585
1.0,2765.638608870968,20.30671305564516
1.0,2782.489415322581,20.096529426612907
1.0,2790.9148185483873,19.74622337822581
1.0,2799.3402217741937,19.676162168548395
1.0,2803.552923387097,19.536039749193556
1.0,2805.6592741935483,19.536039749193556
1.0,2816.1910282258063,19.536039749193556
1.0,2818.2973790322576,19.536039749193556
1.0,2822.5100806451615,19.46597853951614
1.0,2824.616431451613,19.395917329838717
1.0,2828.8291330645166,19.536039749193556
1.0,2839.360887096774,19.536039749193556
1.0,2841.4672379032263,19.606100958870975
1.0,2841.4672379032263,19.74622337822581
1.0,2841.4672379032263,19.81628458790323
1.0,2841.4672379032263,19.88634579758065
1.0,2843.573588709678,19.95640700725807
1.0,2860.4243951612902,19.95640700725807
1.0,2873.0625,19.81628458790323
1.0,2877.275201612903,19.81628458790323
1.0,2885.7006048387098,19.676162168548395
1.0,2887.8069556451615,19.676162168548395
1.0,2894.1260080645166,19.676162168548395
1.0,2900.445060483871,19.74622337822581
1.0,2906.7641129032263,19.81628458790323
1.0,2917.295866935484,19.81628458790323
1.0,2932.0403225806454,19.95640700725807
1.0,2940.4657258064517,20.026468216935488
1.0,2950.9974798387098,20.166590636290323
1.0,2961.529233870968,20.236651845967746
1.0,2963.6355846774195,20.236651845967746
1.0,2972.0609879032263,20.30671305564516
1.0,2978.380040322581,20.376774265322585
1.0,2993.1244959677424,20.516896684677427
1.0,2995.2308467741937,20.586957894354846
1.0,3001.5498991935483,20.86720273306452
1.0,3003.65625,20.937263942741943
1.0,3007.868951612903,21.147447571774205
1.0,3009.9753024193546,21.217508781451624
1.0,3016.2943548387098,21.4977536201613
1.0,3018.4007056451615,21.567814829838717
1.0,3020.507056451613,21.63787603951614
1.0,3022.613407258065,21.707937249193556
1.0,3031.038810483871,21.848059668548395
1.0,3035.251512096774,21.91812087822581
1.0,3039.464213709678,21.91812087822581
1.0,3052.1023185483873,22.05824329758065
1.0,3058.4213709677424,22.12830450725807
1.0,3060.5277217741937,22.12830450725807
1.0,3064.740423387097,22.268426926612907
1.0,3066.8467741935483,22.338488136290323
1.0,3081.5912298387098,22.408549345967746
1.0,3100.548387096774,22.618732975
1.0,3111.0801411290327,22.688794184677427
1.0,3121.6118951612902,22.898977813709685
1.0,3138.462701612903,23.03910023306452
1.0,3142.6754032258063,23.03910023306452
1.0,3151.100806451613,23.109161442741943
1.0,3167.9516129032263,23.249283862096778
1.0,3174.270665322581,23.389406281451624
1.0,3191.1214717741937,23.459467491129043
1.0,3207.9722782258063,23.59958991048388
1.0,3220.6103830645166,23.739712329838717
1.0,3229.0357862903224,23.949895958870975
1.0,3235.354838709678,24.09001837822581
1.0,3237.4611895161293,24.16007958790323
1.0,3239.567540322581,24.23014079758065
1.0,3250.0992943548385,24.440324426612907
1.0,3252.2056451612902,24.510385636290323
1.0,3260.631048387097,24.72056926532259
1.0,3264.84375,24.860691684677427
1.0,3266.9501008064517,24.930752894354846
1.0,3269.056451612903,25.000814104032266
